INDEX,LINK,LINK_RTF
 T-552-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-552-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-552-12.rtf 
 T-551-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-551-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-551-12.rtf 
 T-550-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-550-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-550-12.rtf 
 T-549-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-549-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-549-12.rtf 
 T-548-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-548-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-548-12.rtf 
 T-547-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-547-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-547-12.rtf 
 T-546-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-546-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-546-12.rtf 
 T-545-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-545-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-545-12.rtf 
 T-544-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-544-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-544-12.rtf 
 T-543-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-543-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-543-12.rtf 
 T-542-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-542-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-542-12.rtf 
 T-532-12,https://www.corteconstitucional.gov.co/Relatoria/2012/T-532-12.htm,https://www.corteconstitucional.gov.co/sentencias/2012/T-532-12.rtf 
