INDEX,LINK,LINK_RTF
 A057-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A057-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A057-21.rtf 
 A054-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A054-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A054-21.rtf 
 A053-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A053-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A053-21.rtf 
 A052-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A052-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2021/A052-21.rtf 
 A051-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A051-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A051-21.rtf 
 A049-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A049-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A049-21.rtf 
 A048-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A048-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A048-21.rtf 
 A047-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A047-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A047-21.rtf 
 A046-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A046-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A046-21.rtf 
 A045-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A045-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A045-21.rtf 
 A044-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A044-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A044-21.rtf 
 A042-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A042-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A042-21.rtf 
 A041-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A041-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A041-21.rtf 
 A040-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A040-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2021/A040-21.rtf 
 A039-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A039-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A039-21.rtf 
 A038-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A038-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A038-21.rtf 
 A037-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A037-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A037-21.rtf 
 A035-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A035-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A035-21.rtf 
 A033-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A033-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A033-21.rtf 
 A032-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A032-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A032-21.rtf 
 A031-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A031-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A031-21.rtf 
 A030-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A030-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A030-21.rtf 
 A029-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A029-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A029-21.rtf 
 A028-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A028-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A028-21.rtf 
 A027-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A027-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A027-21.rtf 
 A026-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A026-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A026-21.rtf 
 A025-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A025-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A025-21.rtf 
 A024-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A024-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A024-21.rtf 
 A022-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A022-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A022-21.rtf 
 A021-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A021-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A021-21.rtf 
 A020-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A020-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A020-21.rtf 
 A019-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A019-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A019-21.rtf 
 A018-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A018-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A018-21.rtf 
 A017-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A017-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A017-21.rtf 
 A016-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A016-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A016-21.rtf 
 A015-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A015-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A015-21.rtf 
 A014-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A014-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A014-21.rtf 
 A013-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A013-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A013-21.rtf 
 A012-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A012-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2021/A012-21.rtf 
 A011-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A011-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A011-21.rtf 
 A010-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A010-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A010-21.rtf 
 A008-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A008-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2021/A008-21.rtf 
 A006-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A006-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2021/A006-21.rtf 
 A004-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A004-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A004-21.rtf 
 A003-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A003-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2021/A003-21.rtf 
 A002-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A002-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2021/A002-21.rtf 
 A001A-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A001A-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A001A-21.rtf 
 A001-21,https://www.corteconstitucional.gov.co/Relatoria/autos/2021/A001-21.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2021/A001-21.rtf 
 A488-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A488-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A488-20.rtf 
 A487-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A487-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A487-20.rtf 
 A486-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A486-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A486-20.rtf 
 A483-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A483-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A483-20.rtf 
 A482A-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A482A-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A482A-20.rtf 
 A481-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A481-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A481-20.rtf 
 A480A-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A480A-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A480A-20.rtf 
 A479-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A479-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A479-20.rtf 
 A478-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A478-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A478-20.rtf 
 A476-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A476-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A476-20.rtf 
 A475-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A475-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A475-20.rtf 
 A474-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A474-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A474-20.rtf 
 A473-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A473-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A473-20.rtf 
 A472-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A472-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A472-20.rtf 
 A471-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A471-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A471-20.rtf 
 A470-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A470-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A470-20.rtf 
 A469-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A469-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A469-20.rtf 
 A468-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A468-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A468-20.rtf 
 A467-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A467-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A467-20.rtf 
 A466-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A466-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A466-20.rtf 
 A465-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A465-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A465-20.rtf 
 A464-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A464-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A464-20.rtf 
 A462-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A462-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A462-20.rtf 
 A461-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A461-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A461-20.rtf 
 A460A-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A460A-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A460A-20.rtf 
 A460-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A460-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A460-20.rtf 
 A459-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A459-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A459-20.rtf 
 A459-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A459-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A459-20.rtf 
 A458-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A458-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A458-20.rtf 
 A457-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A457-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A457-20.rtf 
 A455-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A455-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A455-20.rtf 
 A454-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A454-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A454-20.rtf 
 A452-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A452-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A452-20.rtf 
 A451-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A451-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A451-20.rtf 
 A450-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A450-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A450-20.rtf 
 A449-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A449-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A449-20.rtf 
 A448-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A448-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A448-20.rtf 
 A447-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A447-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A447-20.rtf 
 A446-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A446-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A446-20.rtf 
 A445-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A445-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A445-20.rtf 
 A444-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A444-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A444-20.rtf 
 A443-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A443-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A443-20.rtf 
 A441-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A441-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A441-20.rtf 
 A440-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A440-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A440-20.rtf 
 A439-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A439-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A439-20.rtf 
 A438-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A438-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A438-20.rtf 
 A436-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A436-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A436-20.rtf 
 A435-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A435-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A435-20.rtf 
 A434-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A434-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A434-20.rtf 
 A433-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A433-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A433-20.rtf 
 A432-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A432-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A432-20.rtf 
 A431-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A431-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A431-20.rtf 
 A430-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A430-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A430-20.rtf 
 A429-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A429-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A429-20.rtf 
 A427-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A427-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A427-20.rtf 
 A426A-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A426A-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A426A-20.rtf 
 A426-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A426-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A426-20.rtf 
 A424-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A424-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A424-20.rtf 
 A423-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A423-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A423-20.rtf 
 A422-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A422-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A422-20.rtf 
 A421-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A421-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A421-20.rtf 
 A420-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A420-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A420-20.rtf 
 A419-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A419-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A419-20.rtf 
 A418-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A418-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A418-20.rtf 
 A416-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A416-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A416-20.rtf 
 A415-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A415-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A415-20.rtf 
 A414-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A414-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A414-20.rtf 
 A413-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A413-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A413-20.rtf 
 A412-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A412-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A412-20.rtf 
 A411-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A411-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A411-20.rtf 
 A410-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A410-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A410-20.rtf 
 A409-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A409-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A409-20.rtf 
 A408-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A408-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A408-20.rtf 
 A407-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A407-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A407-20.rtf 
 A406-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A406-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A406-20.rtf 
 A405-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A405-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A405-20.rtf 
 A404-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A404-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A404-20.rtf 
 A403-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A403-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A403-20.rtf 
 A402-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A402-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A402-20.rtf 
 A401-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A401-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos/2020/A401-20.rtf 
 A400-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A400-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A400-20.rtf 
 A398-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A398-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A398-20.rtf 
 A397-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A397-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A397-20.rtf 
 A396-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A396-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A396-20.rtf 
 A395-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A395-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A395-20.rtf 
 A394-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A394-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A394-20.rtf 
 A393-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A393-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A393-20.rtf 
 A391-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A391-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A391-20.rtf 
 A390-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A390-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A390-20.rtf 
 A389-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A389-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A389-20.rtf 
 A388-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A388-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A388-20.rtf 
 A387-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A387-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A387-20.rtf 
 A386-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A386-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A386-20.rtf 
 A385-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A385-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A385-20.rtf 
 A384-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A384-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A384-20.rtf 
 A383-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A383-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A383-20.rtf 
 A380-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A380-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A380-20.rtf 
 A379-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A379-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A379-20.rtf 
 A378-20,https://www.corteconstitucional.gov.co/Relatoria/autos/2020/A378-20.htm,https://www.corteconstitucional.gov.co/sentencias/autos\2020/A378-20.rtf 
